trial primary/dMass cbp/dOrbPeriod cbp/dMass cbp/dEnvelopeMass 
rand_0928 0.939070 -13.154985 -1.710438 -0.040112 
rand_0929 1.390000 -32.756537 -5.952674 -1.189925 
rand_0930 1.020000 -37.947198 -3.113241 -0.202641 
rand_0931 0.660000 -30.489566 -2.000521 -0.062325 
rand_0932 0.828373 -35.212489 -2.931689 -0.173246 
rand_0933 1.170000 -50.032986 -5.558319 -0.964052 
rand_0934 0.770000 -17.751402 -5.954300 -1.142509 
rand_0935 0.815568 -48.825835 -3.477165 -0.274023 
rand_0936 1.060000 -23.801892 -5.345311 -0.870962 
rand_0937 0.700000 -13.302656 -3.938546 -0.384207 
rand_0938 0.776084 -31.693059 -2.136526 -0.073561 
rand_0939 0.552635 -14.696247 -0.425818 -0.000939 
rand_0940 0.660000 -48.025236 -2.417336 -0.104238 
rand_0941 1.020000 -47.793042 -6.492040 -1.475746 
rand_0942 0.990000 -18.085578 -3.694132 -0.326790 
rand_0943 1.080000 -53.965375 -7.358905 -2.077033 
rand_0944 0.860000 -56.296089 -3.139689 -0.208459 
rand_0945 0.801155 -30.698238 -2.229270 -0.083104 
rand_0946 1.310000 -55.701103 -2.885786 -0.162019 
rand_0947 1.281275 -15.245044 -3.673787 -0.311273 
rand_0948 0.488338 -38.010564 -0.770677 -0.004619 
rand_0949 0.950000 -46.846039 -1.298731 -0.019430 
rand_0950 0.910000 -29.767043 -2.676127 -0.134199 
rand_0951 1.030000 -49.647870 -1.335818 -0.020752 
rand_0952 1.240000 -17.615055 -5.697828 -1.048341 
rand_0953 1.329984 -47.838996 -2.415877 -0.101611 
rand_0954 1.250000 -27.435053 -7.677224 -2.346745 
rand_0955 0.186484 -24.918620 -2.304385 -0.090253 
rand_0956 0.880000 -40.413938 -5.824610 -1.112796 
rand_0957 0.891180 -14.130284 -0.104063 -0.000021 
rand_0958 0.804188 -13.431207 -1.599554 -0.033817 
rand_0959 1.000000 -23.827947 -2.242257 -0.083489 
rand_0960 1.040000 -24.977113 -4.622902 -0.594518 
rand_0961 0.880000 -45.154680 -2.373543 -0.097448 
rand_0962 0.694003 -21.309303 -2.892467 -0.167115 
rand_0963 0.739825 -42.651104 -1.866625 -0.051199 
rand_0964 0.930000 -50.811065 -3.715536 -0.327879 
rand_0965 0.823785 -16.283965 -2.697444 -0.139283 
rand_0966 0.570000 -36.724590 -3.324967 -0.241966 
rand_0967 0.969988 -42.902917 -2.389205 -0.100256 
rand_0968 1.032108 -17.644538 -1.467912 -0.026269 
rand_0969 0.295329 -35.035513 -2.036232 -0.064236 
rand_0970 0.950000 -22.865852 -0.554593 -0.001970 
rand_0971 1.017102 -17.177837 -1.543315 -0.030133 
rand_0972 0.540679 -28.157999 -2.360549 -0.095816 
rand_0973 0.344014 -37.440731 -3.396393 -0.261533 
rand_0974 1.020000 -55.449155 -1.987531 -0.060442 
rand_0975 0.700881 -44.311126 -3.633193 -0.304409 
rand_0976 0.750000 -24.816061 -3.006128 -0.185414 
rand_0977 0.740000 -17.981768 -2.449610 -0.107347 
rand_0978 1.060000 -51.726502 -5.614346 -1.002307 
rand_0979 0.820000 -47.487546 -4.549010 -0.573283 
rand_0980 1.050000 -52.401804 -7.524360 -2.194443 
rand_0981 0.950000 -33.001420 -0.531368 -0.001700 
rand_0982 0.264764 -43.204302 -1.066151 -0.011597 
rand_0983 0.780000 -19.374566 -1.359197 -0.021556 
rand_0984 0.448316 -20.496720 -3.391722 -0.258233 
rand_0985 0.970000 -55.972684 -6.301328 -1.354655 
rand_0986 0.583721 -19.707742 -0.170356 -0.000079 
rand_0987 0.840000 -10.784829 -2.607224 -0.127147 
rand_0988 1.090000 -36.287618 -4.349486 -0.498307 
rand_0989 0.966565 -39.760656 -1.166690 -0.014398 
rand_0990 0.940000 -43.136292 -7.077082 -1.853548 
rand_0991 1.000000 -42.885442 -2.352667 -0.093475 
rand_0992 1.080000 -31.422992 -7.009100 -1.809228 
rand_0993 0.294121 -49.606509 -3.223707 -0.224912 
rand_0994 0.930000 -52.061228 -7.389428 -2.063541 
rand_0995 0.806505 -13.666776 -0.790052 -0.005044 
rand_0996 1.165913 -18.142569 -1.861296 -0.050899 
rand_0997 0.840000 -13.697052 -6.724389 -1.660644 
rand_0998 1.140000 -19.850583 -4.586371 -0.573645 
rand_0999 0.640000 -53.178164 -1.715624 -0.040707 
rand_1000 1.096200 -29.044283 -3.554251 -0.289907 
rand_1001 1.213943 -44.851691 -3.152835 -0.212424 
rand_1002 0.816240 -21.782865 -2.004538 -0.061901 
rand_1003 0.810000 -39.336985 -2.466850 -0.107804 
rand_1004 0.780000 -49.735091 -7.844531 -2.469589 
rand_1005 0.700000 -52.403043 -0.397204 -0.000788 
rand_1006 1.040000 -16.736914 -6.124382 -1.261788 
rand_1007 1.188240 -37.483010 -1.390662 -0.022870 
rand_1008 1.105246 -48.402962 -2.477630 -0.109391 
rand_1009 1.030000 -13.110279 -3.397556 -0.261425 
rand_1010 1.029541 -30.312924 -1.551664 -0.031775 
rand_1011 1.018633 -26.382083 -0.576389 -0.002131 
rand_1012 0.280000 -29.209184 -6.171896 -1.298603 
rand_1013 1.160000 -16.088674 -2.056338 -0.066883 
rand_1014 0.940000 -40.368637 -5.302354 -0.849068 
rand_1015 0.759529 -33.589920 -0.605372 -0.002452 
rand_1016 0.976452 -47.748509 -1.657723 -0.037247 
rand_1017 0.580000 -15.571688 -7.640944 -2.315208 
rand_1018 0.210436 -20.320949 -2.537075 -0.116365 
rand_1019 0.930000 -38.763735 -5.382162 -0.887426 
rand_1020 1.060000 -22.080048 -2.261404 -0.086047 
rand_1021 0.222933 -15.628008 -1.864690 -0.050307 
rand_1022 0.119261 -11.926522 -2.406216 -0.101854 
rand_1023 1.261965 -18.901273 -1.986712 -0.060326 
rand_1024 0.393723 -16.350053 -2.020407 -0.063396 
rand_1025 0.830000 -48.110621 -6.631578 -1.582350 
rand_1026 0.660000 -34.917724 -1.801766 -0.045858 
rand_1027 0.830000 -27.817540 -3.677985 -0.316342 
rand_1028 1.070000 -29.385557 -0.865966 -0.006361 
rand_1029 0.780000 -34.921288 -4.387403 -0.505662 
rand_1030 0.700000 -45.519434 -6.212900 -1.293726 
rand_1031 0.550000 -33.533967 -1.896413 -0.052699 
rand_1032 0.950000 -16.575820 -5.268559 -0.845400 
rand_1033 0.980000 -38.445808 -3.381766 -0.256376 
rand_1034 0.952289 -43.082029 -3.465494 -0.272853 
rand_1035 0.620000 -41.146014 -2.380033 -0.100013 
rand_1036 1.320000 -37.759159 -1.541378 -0.030356 
rand_1037 1.106760 -47.504934 -0.299895 -0.000365 
rand_1038 1.145849 -13.696654 -2.415202 -0.103342 
rand_1039 0.763893 -26.554796 -1.480308 -0.027162 
rand_1040 0.674356 -39.815427 -2.428261 -0.103389 
rand_1041 0.991519 -19.956659 -2.733940 -0.144362 
rand_1042 0.329734 -45.072275 -1.138451 -0.013401 
rand_1043 0.446941 -49.604303 -0.703037 -0.003691 
rand_1044 1.102156 -28.588447 -1.094431 -0.011893 
rand_1045 0.480934 -39.324851 -2.188640 -0.078785 
rand_1046 0.660000 -18.891202 -4.070940 -0.419237 
rand_1047 1.107783 -29.397356 -3.480506 -0.278439 
rand_1048 1.040000 -44.687954 -5.273666 -0.833127 
rand_1049 0.960000 -39.579476 -4.096217 -0.432800 
rand_1050 0.540000 -18.712529 -1.529184 -0.029715 
rand_1051 0.790000 -21.108667 -5.304047 -0.856067 
rand_1052 0.394708 -40.399415 -1.764236 -0.043519 
rand_1053 0.887029 -25.424158 -3.020092 -0.185579 
rand_1054 0.882841 -49.420367 -3.167447 -0.212890 
rand_1055 0.839974 -49.690844 -3.061237 -0.194837 
rand_1056 0.802844 -11.264284 -1.929287 -0.056364 
rand_1057 0.920000 -43.965218 -1.054612 -0.010924 
rand_1058 0.659801 -20.898332 -2.832089 -0.157905 
rand_1059 0.710000 -19.163442 -4.153102 -0.446506 
rand_1060 1.141030 -46.400862 -1.245495 -0.017108 
rand_1061 1.200007 -25.454876 -1.718336 -0.041441 
rand_1062 1.200000 -10.546608 -6.091500 -1.241982 
rand_1063 1.030000 -16.542617 -3.506466 -0.284237 
rand_1064 1.120000 -41.530003 -4.579885 -0.577348 
rand_1065 0.691844 -32.852460 -2.796090 -0.154098 
rand_1066 1.201663 -32.103735 -3.021081 -0.189545 
rand_1067 1.340100 -18.946354 -4.536969 -0.556875 
rand_1068 0.303010 -31.981203 -4.209402 -0.462870 
rand_1069 1.163448 -46.242654 -2.700574 -0.140606 
rand_1070 0.818122 -20.710103 -1.357432 -0.021374 
rand_1071 1.100000 -20.599397 -6.204897 -1.315588 
rand_1072 0.630000 -27.551164 -5.253956 -0.838221 
rand_1073 0.788537 -22.724322 -2.332938 -0.093267 
rand_1074 0.870000 -24.790635 -6.852716 -1.724479 
rand_1075 0.970000 -35.410283 -0.272764 -0.000283 
rand_1076 1.100000 -28.156365 -4.823747 -0.668201 
rand_1077 1.210000 -59.137550 -2.353588 -0.095668 
rand_1078 0.970000 -30.638035 -3.226452 -0.221483 
rand_1079 0.663531 -31.302775 -0.886448 -0.006882 
rand_1080 1.126451 -45.067752 -2.438522 -0.104785 
rand_1081 0.790000 -38.359624 -3.701856 -0.323419 
rand_1082 1.280000 -27.518792 -2.177427 -0.078541 
rand_1083 0.860000 -45.658307 -3.178922 -0.211801 
rand_1084 0.901260 -13.013065 -3.251349 -0.227188 
rand_1085 1.160000 -44.469688 -3.644869 -0.306837 
rand_1086 0.600000 -26.418095 -3.779586 -0.349451 
rand_1087 0.570000 -29.099092 -5.329910 -0.859812 
rand_1088 1.000000 -21.815579 -1.886389 -0.053019 
rand_1089 1.000000 -37.167496 -5.110879 -0.785372 
rand_1090 1.130764 -17.940944 -1.814892 -0.047177 
rand_1091 1.100000 -43.061877 -2.334005 -0.093517 
rand_1092 0.497056 -26.806885 -1.260303 -0.017539 
rand_1093 0.903824 -26.353098 -4.963550 -0.704676 
rand_1094 1.100000 -35.554471 -2.405208 -0.101392 
rand_1095 1.090000 -17.198954 -2.549900 -0.119107 
rand_1096 0.623710 -47.438956 -3.173794 -0.215171 
rand_1097 0.211004 -46.718936 -2.478041 -0.110891 
rand_1098 0.973144 -36.291465 -0.679082 -0.003310 
rand_1099 0.476788 -39.029808 -3.098408 -0.201393 
rand_1100 0.880000 -58.864628 -0.247952 -0.000224 
rand_1101 0.676871 -40.534872 -2.174610 -0.077046 
rand_1102 1.150000 -50.981740 -3.367751 -0.248855 
rand_1103 1.107187 -19.141735 -1.411373 -0.023982 
rand_1104 0.974481 -19.518279 -0.537611 -0.001765 
rand_1105 0.940000 -40.996688 -8.123551 -2.710941 
rand_1106 1.146989 -39.827445 -1.632792 -0.035769 
rand_1107 0.945345 -29.317260 -2.434212 -0.104819 
rand_1108 1.020000 -30.074557 -2.541449 -0.119615 
rand_1109 1.040000 -40.517953 -1.999893 -0.062070 
rand_1110 0.686675 -12.431978 -1.607366 -0.034164 
rand_1111 0.550000 -20.494884 -4.293020 -0.485336 
rand_1112 1.148392 -48.263237 -1.014847 -0.009845 
rand_1113 0.813986 -16.969598 -1.927444 -0.055162 
rand_1114 0.780000 -14.614487 -3.683475 -0.320444 
rand_1115 0.840000 -26.743950 -3.571811 -0.294090 
rand_1116 1.050000 -58.478070 -2.422387 -0.103224 
rand_1117 0.340000 -25.366347 -3.619628 -0.308228 
rand_1118 1.142668 -31.165905 -2.770633 -0.146934 
rand_1119 1.030000 -37.850052 -2.109846 -0.070774 
rand_1120 1.345742 -37.938721 -1.920188 -0.054847 
rand_1121 1.252633 -40.662913 -2.099411 -0.072282 
rand_1122 0.760000 -47.467076 -3.692356 -0.324293 
rand_1123 1.058379 -24.603438 -2.383390 -0.098890 
rand_1124 1.290000 -28.639044 -4.112661 -0.430463 
rand_1125 0.740000 -16.339996 -4.664628 -0.613600 
rand_1126 1.120000 -40.849717 -3.256348 -0.227885 
rand_1127 0.850000 -31.461463 -7.099359 -1.905829 
rand_1128 0.365869 -18.131578 -2.323311 -0.091145 
rand_1129 1.360000 -34.322520 -6.978905 -1.829643 
rand_1130 0.916836 -33.021980 -2.608804 -0.125596 
rand_1131 0.770000 -50.789831 -1.948496 -0.057672 
rand_1132 0.930000 -52.569793 -2.829696 -0.157017 
rand_1133 0.450000 -30.471179 -5.089864 -0.770012 
rand_1134 0.470000 -40.582579 -8.002427 -2.623563 
rand_1135 0.236868 -47.065400 -1.175111 -0.014777 
rand_1136 0.683471 -18.651286 -0.668118 -0.003150 
rand_1137 0.970000 -58.359068 -5.162747 -0.805559 
rand_1138 1.190000 -32.317287 -2.884561 -0.166801 
rand_1139 1.010000 -40.798957 -4.765784 -0.634719 
rand_1140 0.625942 -17.713157 -1.805999 -0.047151 
rand_1141 1.100000 -28.143764 -0.789448 -0.004991 
rand_1142 0.930122 -48.155495 -1.538576 -0.030141 
rand_1143 0.796657 -15.441146 -0.942743 -0.007983 
rand_1144 0.867056 -44.245206 -2.235305 -0.082942 
rand_1145 0.671617 -13.873586 -3.092981 -0.202375 
rand_1146 1.164309 -29.466543 -1.614366 -0.034147 
rand_1147 1.242526 -26.281839 -3.537072 -0.294928 
rand_1148 0.870000 -16.046797 -3.254552 -0.225336 
rand_1149 1.006706 -30.992400 -2.867678 -0.160790 
rand_1150 0.814616 -45.098479 -2.293757 -0.089463 
rand_1151 0.880000 -15.883928 -1.178331 -0.014898 
rand_1152 1.116464 -27.316693 -1.875581 -0.052479 
rand_1153 0.990000 -20.649917 -2.726431 -0.142115 
rand_1154 0.770000 -24.338325 -1.772651 -0.044365 
rand_1155 0.716852 -42.567689 -1.325320 -0.020339 
rand_1156 1.157030 -43.972477 -4.267479 -0.485445 
rand_1157 0.590000 -56.241124 -3.518960 -0.284995 
rand_1158 0.920000 -50.607289 -1.264290 -0.017978 
rand_1159 0.510000 -59.012403 -9.774819 -4.492862 
rand_1160 0.355599 -47.209258 -1.080522 -0.011595 
rand_1161 1.380266 -34.855563 -2.583493 -0.123751 
rand_1162 0.950000 -23.019793 -3.056006 -0.191312 
rand_1163 0.225117 -40.404378 -2.214056 -0.081114 
rand_1164 1.380380 -22.514000 -1.404946 -0.023540 
rand_1165 0.687772 -10.946594 -1.597159 -0.033237 
rand_1166 1.060000 -19.356390 -6.073307 -1.239523 
rand_1167 0.530000 -56.176290 -7.084854 -1.854948 
rand_1168 1.090000 -24.395481 -4.242707 -0.463471 
rand_1169 1.009229 -19.680796 -2.879702 -0.166070 
rand_1170 1.040000 -56.181843 -1.262728 -0.017416 
rand_1171 0.382724 -40.381566 -3.745453 -0.334344 
rand_1172 0.995461 -41.514323 -3.154956 -0.208921 
rand_1173 1.190000 -16.947335 -1.895068 -0.053840 
rand_1174 0.680000 -19.636654 -2.095043 -0.069079 
rand_1175 0.930000 -33.698401 -4.188198 -0.449052 
rand_1176 0.990000 -58.134861 -5.728179 -1.044564 
rand_1177 1.140000 -17.388256 -6.860861 -1.721284 
rand_1178 0.990000 -30.190653 -0.541275 -0.001812 
rand_1179 0.800000 -32.991745 -1.039989 -0.010393 
rand_1180 0.870000 -26.674194 -5.693029 -1.037044 
rand_1181 0.161260 -21.509196 -0.706779 -0.003723 
rand_1182 0.960000 -48.927215 -5.321484 -0.854383 
rand_1183 0.619509 -38.196276 -1.155368 -0.013983 
rand_1184 0.401341 -46.634761 -3.166552 -0.213326 
rand_1185 0.920000 -15.796841 -4.151371 -0.445436 
rand_1186 0.900000 -44.768199 -2.677672 -0.135264 
rand_1187 0.680000 -40.822195 -3.011345 -0.185161 
rand_1188 1.240000 -43.204345 -1.163390 -0.014380 
rand_1189 0.743232 -23.249606 -4.211080 -0.463569 
rand_1190 0.750000 -41.682611 -0.273041 -0.000282 
rand_1191 0.480000 -35.675394 -0.762504 -0.004525 
rand_1192 0.544813 -29.734432 -2.441866 -0.105048 
rand_1193 1.299335 -49.789617 -3.582794 -0.298374 
rand_1194 0.896063 -16.396538 -2.174141 -0.078272 
rand_1195 0.956476 -38.749086 -1.522383 -0.029481 
rand_1196 0.358227 -18.573131 -0.774634 -0.004804 
rand_1197 1.040000 -19.690387 -3.673082 -0.317828 
rand_1198 0.595890 -37.207135 -1.621879 -0.034849 
rand_1199 0.333152 -32.305027 -0.448975 -0.001089 
rand_1200 0.100000 -28.242012 -7.309093 -2.022753 
rand_1201 1.050000 -50.212847 -3.194113 -0.218228 
rand_1202 0.370173 -36.417863 -2.181102 -0.078880 
rand_1203 0.950000 -57.784321 -3.528823 -0.293180 
rand_1204 1.050034 -19.787247 -0.842221 -0.005943 
rand_1205 0.850000 -36.645953 -5.074495 -0.769509 
rand_1206 0.740000 -55.016279 -2.044774 -0.064968 
rand_1207 1.180000 -47.587549 -9.249247 -3.834922 
rand_1208 1.359995 -48.390201 -2.450271 -0.104889 
rand_1209 0.920000 -19.957069 -6.535283 -1.512915 
rand_1210 1.070000 -21.317886 -1.517638 -0.029258 
rand_1211 0.153344 -27.727743 -1.384563 -0.022819 
rand_1212 1.231288 -15.853871 -1.799483 -0.046807 
rand_1213 0.800000 -25.924253 -1.315853 -0.020181 
rand_1214 0.620000 -58.773122 -3.394022 -0.254704 
rand_1215 1.210000 -45.833655 -1.948852 -0.057075 
rand_1216 1.100000 -33.674472 -1.935044 -0.056141 
rand_1217 1.210000 -54.357909 -6.031777 -1.202163 
rand_1218 0.730000 -37.338342 -3.044397 -0.190100 
rand_1219 1.100000 -21.652936 -2.238504 -0.083114 
rand_1220 1.240000 -19.805672 -2.037314 -0.065203 
rand_1221 1.340653 -42.910685 -1.599323 -0.033513 
rand_1222 1.030000 -45.963389 -5.716848 -1.043674 
rand_1223 1.030000 -22.941926 -4.064421 -0.418349 
rand_1224 1.374678 -46.288141 -3.517618 -0.279764 
rand_1225 1.010000 -49.257051 -4.640948 -0.599712 
rand_1226 0.945197 -21.212132 -1.604259 -0.034345 
rand_1227 1.014178 -15.824698 -0.144896 -0.000052 
rand_1228 0.926799 -44.332209 -3.176878 -0.213367 
rand_1229 0.942238 -19.544487 -1.809586 -0.047115 
rand_1230 0.830000 -16.721871 -2.675558 -0.130700 
rand_1231 1.050000 -39.282107 -4.023457 -0.404984 
rand_1232 0.810000 -52.453604 -5.274282 -0.848075 
rand_1233 1.050000 -59.418771 -6.563186 -1.509149 
rand_1234 0.870000 -57.283075 -0.959773 -0.008448 
rand_1235 0.940000 -42.373263 -5.275492 -0.864360 
rand_1236 0.380000 -38.832363 -1.004518 -0.009573 
rand_1237 1.195323 -24.299467 -1.642420 -0.036220 
rand_1238 1.140000 -11.421046 -5.070132 -0.772883 
rand_1239 0.820000 -26.341609 -3.337838 -0.242638 
rand_1240 1.070000 -35.067931 -3.819319 -0.355483 
rand_1241 0.816336 -13.963458 -1.481685 -0.027374 
rand_1242 0.960000 -25.930655 -3.454692 -0.269976 
rand_1243 1.040000 -29.012454 -5.027127 -0.734255 
rand_1244 1.030000 -24.824019 -5.241690 -0.829422 
rand_1245 1.176647 -24.748240 -3.245486 -0.224482 
rand_1246 0.524449 -34.488611 -2.128370 -0.071409 
rand_1247 0.423282 -45.779815 -3.279905 -0.234680 
rand_1248 0.900000 -23.149121 -2.584961 -0.121962 
rand_1249 1.170000 -49.308961 -4.360704 -0.503856 
rand_1250 1.250000 -43.886531 -2.191617 -0.078260 
rand_1251 1.050000 -55.988304 -5.681740 -1.038088 
rand_1252 1.120000 -35.455377 -4.114271 -0.430464 
rand_1253 0.663584 -17.080479 -1.537593 -0.030448 
rand_1254 0.850000 -42.603621 -3.209969 -0.222478 
rand_1255 0.930000 -48.550396 -3.288228 -0.233249 
rand_1256 0.480000 -46.889392 -6.328031 -1.385779 
rand_1257 1.100000 -45.082431 -3.634351 -0.307429 
rand_1258 0.890000 -17.142926 -4.948100 -0.717607 
rand_1259 0.100930 -48.103072 -3.156764 -0.215465 
rand_1260 1.020371 -16.679327 -1.786105 -0.045381 
rand_1261 0.820000 -24.159810 -5.699962 -1.037199 
rand_1262 0.845749 -39.926298 -1.580771 -0.032425 
rand_1263 0.850000 -27.861998 -5.803395 -1.088181 
rand_1264 0.520000 -17.588063 -4.425872 -0.527047 
rand_1265 1.250000 -15.732551 -0.667596 -0.003204 
rand_1266 1.100000 -21.645734 -6.271063 -1.325362 
rand_1267 0.640000 -48.614557 -5.301507 -0.857715 
rand_1268 0.350000 -47.754172 -2.547921 -0.115412 
rand_1269 0.540000 -25.092669 -5.473506 -0.934057 
rand_1270 1.257152 -25.558691 -2.837061 -0.156138 
rand_1271 0.860000 -35.320432 -3.319413 -0.240888 
rand_1272 1.000000 -36.739628 -0.611802 -0.002518 
rand_1273 0.154174 -47.757044 -2.690772 -0.135122 
rand_1274 1.056315 -44.008906 -1.738020 -0.041721 
rand_1275 1.167442 -29.290951 -2.561655 -0.119990 
rand_1276 0.889861 -13.668900 -3.997993 -0.400956 
rand_1277 0.980000 -19.537605 -6.247223 -1.352503 
rand_1278 0.770000 -16.920588 -5.590885 -0.982530 
rand_1279 0.735544 -32.801018 -3.300026 -0.236696 
rand_1280 1.206321 -22.299837 -0.938400 -0.007997 
rand_1281 0.670000 -31.396672 -6.634484 -1.574449 
rand_1282 1.040000 -56.671856 -3.738363 -0.330745 
rand_1283 1.080000 -33.325965 -3.207685 -0.221716 
rand_1284 1.000000 -27.204015 -2.733694 -0.144040 
rand_1285 0.800000 -28.102600 -0.537494 -0.001789 
rand_1286 1.315915 -34.770702 -1.857640 -0.050479 
rand_1287 1.090000 -16.000124 -3.949487 -0.391820 
rand_1288 0.920000 -58.320130 -4.556079 -0.560243 
rand_1289 0.164049 -27.566686 -0.541016 -0.001773 
rand_1290 0.180000 -58.948707 -2.759111 -0.145488 
rand_1291 0.790000 -14.866277 -2.790116 -0.149348 
rand_1292 1.082286 -41.500004 -3.081526 -0.195174 
rand_1293 0.777484 -35.143389 -2.923460 -0.166644 
rand_1294 1.060000 -53.979906 -6.144867 -1.260754 
rand_1295 0.550000 -44.216282 -4.992469 -0.718673 
rand_1296 1.250000 -56.544538 -7.105469 -1.880074 
rand_1297 0.990000 -22.064425 -3.822431 -0.350761 
rand_1298 0.405035 -30.380837 -2.572886 -0.124242 
rand_1299 1.010000 -28.965027 -2.256518 -0.084877 
rand_1300 1.106123 -14.955094 -1.350557 -0.021311 
rand_1301 0.659793 -48.660588 -0.577529 -0.002140 
rand_1302 1.130000 -58.992674 -5.979824 -1.186155 
rand_1303 1.360000 -14.987165 -3.400684 -0.257482 
rand_1304 0.940000 -17.052884 -1.351370 -0.021234 
rand_1305 0.880000 -34.988643 -4.536249 -0.568466 
rand_1306 0.853783 -47.239583 -2.923862 -0.174699 
rand_1307 1.020000 -26.938663 -3.953534 -0.377891 
rand_1308 0.900000 -36.184989 -1.062613 -0.011090 
rand_1309 0.978525 -40.859957 -1.604633 -0.034225 
rand_1310 1.178830 -40.820457 -2.985878 -0.180813 
rand_1311 0.860000 -25.434388 -1.980476 -0.060515 
rand_1312 1.073361 -22.408076 -1.231224 -0.016654 
rand_1313 0.710000 -54.761597 -3.889750 -0.363791 
rand_1314 1.040000 -33.032953 -5.099936 -0.771653 
rand_1315 0.770000 -53.134634 -1.445114 -0.025932 
rand_1316 0.790000 -30.322964 -3.098171 -0.198259 
rand_1317 0.770000 -17.594288 -6.461341 -1.444287 
rand_1318 0.760000 -14.141612 -2.984346 -0.181580 
rand_1319 1.020000 -16.098976 -3.397286 -0.260043 
rand_1320 0.900652 -29.523419 -2.554884 -0.119701 
rand_1321 0.890000 -17.200344 -1.810261 -0.048143 
rand_1322 1.258772 -12.317502 -2.381330 -0.098580 
rand_1323 0.820000 -36.032893 -3.319577 -0.242718 
rand_1324 1.069191 -22.662596 -1.942131 -0.057632 
rand_1325 0.476864 -35.607907 -2.428880 -0.104647 
rand_1326 1.030000 -38.407177 -2.376612 -0.098896 
rand_1327 1.150000 -18.459797 -3.172341 -0.215214 
rand_1328 0.860000 -52.467029 -7.430245 -2.125635 
rand_1329 0.900000 -27.994746 -2.143871 -0.074277 
rand_1330 0.199211 -10.360646 -3.125795 -0.204805 
rand_1331 1.200000 -38.461632 -4.420904 -0.521119 
rand_1332 1.240000 -49.018517 -2.933527 -0.174168 
rand_1333 0.737051 -31.101178 -1.807744 -0.046394 
rand_1334 0.224144 -39.167167 -1.671749 -0.037651 
rand_1335 0.450000 -10.777653 -2.088491 -0.068249 
rand_1336 0.890000 -44.303815 -6.939281 -1.775773 
rand_1337 0.490000 -29.513380 -1.795530 -0.046077 
rand_1338 0.961823 -10.626680 -0.806776 -0.005237 
rand_1339 1.010000 -54.343903 -3.324558 -0.240851 
rand_1340 1.170000 -26.162839 -2.660139 -0.133176 
rand_1341 0.615530 -32.310237 -1.504238 -0.028608 
rand_1342 0.860000 -46.181476 -5.696010 -1.046544 
rand_1343 0.812458 -21.334231 -1.220187 -0.016691 
rand_1344 1.000000 -59.183525 -9.353779 -4.028635 
rand_1345 1.030000 -57.587674 -6.875728 -1.768926 
rand_1346 0.321452 -28.768638 -1.496752 -0.028468 
rand_1347 1.334267 -40.024349 -1.256966 -0.017639 
rand_1348 0.940000 -38.247238 -7.798028 -2.442260 
rand_1349 1.117666 -17.775317 -1.937598 -0.056630 
rand_1350 0.810000 -57.351119 -3.712140 -0.319131 
rand_1351 1.110000 -22.975638 -2.609243 -0.127554 
rand_1352 1.298396 -47.821626 -2.290072 -0.088752 
rand_1353 1.060000 -22.381928 -2.622049 -0.127908 
rand_1354 0.665387 -22.655289 -2.157237 -0.077492 
rand_1355 1.180745 -29.432057 -1.267074 -0.017733 
rand_1356 0.890000 -56.295079 -5.246094 -0.838481 
rand_1357 1.240000 -55.775714 -4.046321 -0.415696 
rand_1358 0.520000 -48.516545 -3.665510 -0.323110 
rand_1359 1.090280 -22.129715 -3.058521 -0.193778 
rand_1360 1.169091 -30.221775 -2.102788 -0.069137 
rand_1361 0.550000 -41.293786 -2.965936 -0.178270 
rand_1362 0.146525 -28.036830 -2.587312 -0.121836 
rand_1363 0.500000 -21.112624 -5.937893 -1.150429 
rand_1364 0.340000 -59.481398 -2.444814 -0.105805 
rand_1365 0.652552 -29.450010 -2.425628 -0.103160 
rand_1366 1.292622 -48.620514 -0.129384 -0.000038 
rand_1367 0.188379 -13.884695 -4.172898 -0.457441 
rand_1368 0.880000 -26.117012 -3.609637 -0.300226 
rand_1369 1.313988 -21.216473 -1.308222 -0.019578 
rand_1370 1.311189 -23.514458 -0.479319 -0.001310 
rand_1371 0.820000 -53.459174 -3.566428 -0.286616 
rand_1372 1.070000 -49.913514 -3.053030 -0.191691 
rand_1373 0.820000 -47.927226 -0.830047 -0.005753 
rand_1374 0.800000 -43.868654 -4.199566 -0.453389 
rand_1375 0.498153 -28.794992 -2.735690 -0.143653 
rand_1376 0.734521 -26.471494 -1.222090 -0.015973 
rand_1377 1.042878 -45.958313 -1.958578 -0.057684 
rand_1378 0.860000 -14.133671 -2.051021 -0.066029 
rand_1379 0.990000 -45.042774 -2.506128 -0.111402 
rand_1380 0.670000 -24.333787 -1.220626 -0.016355 
rand_1381 0.780000 -29.101429 -9.402655 -3.984077 
rand_1382 0.990000 -17.170576 -4.323355 -0.495851 
rand_1383 0.889304 -29.959685 -2.350724 -0.095579 
rand_1384 1.156381 -20.794117 -1.734459 -0.041517 
rand_1385 0.914711 -41.407511 -0.176378 -0.000087 
rand_1386 0.692904 -36.934346 -2.554365 -0.118891 
rand_1387 0.732537 -16.400606 -1.602955 -0.034137 
rand_1388 1.350092 -10.783623 -4.710814 -0.634904 
rand_1389 1.360000 -43.381383 -2.660582 -0.132241 
rand_1390 0.701089 -48.711469 -3.860768 -0.369326 
rand_1391 0.549324 -48.330451 -2.247092 -0.083857 
rand_1392 0.910000 -29.224763 -4.942885 -0.712696 
