trial star/#dMass star/dMass planet/#dMass planet/dMass planet/dEnvelopeMass planet/dOrbPeriod 
rand_1468 3.585352 0.980000 0.520894 -4.059686 -0.411903 -36.022251 
rand_1469 5.424421 0.210000 1.196313 -2.579082 -0.120622 -32.773581 
rand_1470 7.038903 1.010000 1.242243 -1.507211 -0.029081 -11.515269 
rand_1471 2.648612 0.729992 24.681856 -3.163511 -0.209153 -11.984452 
rand_1472 1.631490 0.380641 1.845806 -2.759090 -0.146226 -40.534386 
rand_1473 3.811306 1.105392 0.512988 -1.925861 -0.055734 -11.059251 
rand_1474 8.110303 0.490825 7.764176 -2.462576 -0.108508 -10.355201 
rand_1475 2.360749 1.279881 14.489194 -3.845799 -0.364607 -40.667512 
rand_1476 2.990768 1.020000 0.581482 -2.376493 -0.097957 -18.958985 
rand_1477 4.646648 1.100000 0.686730 -2.809108 -0.152027 -54.771257 
rand_1478 2.236349 0.670000 0.719301 -2.141680 -0.074091 -11.906726 
rand_1479 1.288599 1.080000 7.130767 -1.082411 -0.011768 -23.971702 
rand_1480 0.912263 0.980000 1.500416 -4.411478 -0.521050 -40.219284 
rand_1481 0.465791 1.020771 2.259219 -0.822749 -0.005687 -13.283229 
rand_1482 1.994949 0.910000 0.819514 -2.833876 -0.157638 -19.357034 
rand_1483 1.606017 0.867755 6.757859 -0.706666 -0.003698 -17.728797 
rand_1484 2.870180 1.070000 10.736034 -0.706850 -0.003763 -44.618114 
rand_1485 2.784509 0.981627 7.911490 -2.266530 -0.085905 -43.983692 
rand_1486 3.042730 0.770000 0.617745 -3.660912 -0.312967 -36.894287 
rand_1487 2.063443 0.700000 0.970440 -4.602309 -0.583243 -16.571189 
rand_1488 1.513784 1.069762 1.350650 -2.493777 -0.112272 -12.300685 
rand_1489 2.905624 1.114721 0.191787 -0.104455 -0.000021 -21.390442 
rand_1490 1.530010 1.060000 5.970260 -3.617938 -0.305131 -17.172430 
rand_1491 4.900607 0.999579 1.063569 -1.783679 -0.045436 -32.957187 
rand_1492 1.519303 1.060000 2.017860 -3.539908 -0.285764 -37.221694 
rand_1493 2.231911 0.830000 1.234336 -3.054152 -0.191383 -59.230478 
rand_1494 6.279053 0.658646 1.439917 -1.832684 -0.047884 -49.748264 
rand_1495 2.229814 1.260000 4.029185 -4.586261 -0.573028 -56.928093 
rand_1496 2.165544 1.069610 2.611734 -2.766834 -0.146122 -34.808815 
rand_1497 1.634505 0.740000 1.287881 -3.368035 -0.252419 -21.935901 
rand_1498 2.685420 1.110000 1.851785 -1.452288 -0.026089 -19.228116 
rand_1499 2.650935 0.850000 7.126169 -5.677221 -1.020238 -27.301612 
rand_1500 1.971399 0.900000 5.209951 -3.923716 -0.387949 -11.866119 
rand_1501 8.119814 0.930095 0.915439 -2.435802 -0.105327 -39.791609 
rand_1502 2.425273 0.914847 1.353044 -1.053520 -0.010592 -28.146778 
rand_1503 3.494445 1.243437 2.194822 -3.645208 -0.315928 -39.607124 
rand_1504 6.002300 0.867605 7.317983 -3.370299 -0.251291 -19.004316 
rand_1505 4.696783 0.469444 3.250311 -1.902367 -0.053554 -29.363913 
rand_1506 2.047949 1.224285 0.853452 -1.584810 -0.032459 -34.785301 
rand_1507 1.941008 1.210152 0.380658 -2.321084 -0.092068 -11.079312 
rand_1508 4.471097 1.090000 0.322950 -4.388886 -0.517790 -58.329512 
rand_1509 4.570811 1.120000 1.194592 -2.829628 -0.158897 -43.550866 
rand_1510 2.071736 1.150000 3.190190 -2.013997 -0.062824 -23.245005 
rand_1511 4.800877 1.030000 1.105750 -5.246858 -0.821676 -37.760695 
rand_1512 1.975024 0.961499 1.437367 -1.541070 -0.030621 -18.418862 
rand_1513 3.864726 1.213263 6.389302 -3.395125 -0.257697 -12.425850 
rand_1514 4.416393 1.137726 1.871410 -0.578984 -0.002151 -17.088379 
rand_1515 2.964412 1.270000 5.600462 -2.587974 -0.122162 -45.128838 
rand_1516 1.244404 0.640000 2.973917 -1.656832 -0.037055 -31.547810 
rand_1517 1.640907 1.109738 5.550981 -1.888965 -0.053062 -48.220202 
rand_1518 1.786059 1.110000 5.451591 -1.199671 -0.015462 -25.596947 
rand_1519 1.508233 0.699303 1.055384 -3.279994 -0.235219 -29.987651 
rand_1520 1.069191 1.063956 20.511669 -3.773804 -0.342956 -41.844396 
rand_1521 1.176227 1.317646 0.238162 -2.901678 -0.168821 -36.545120 
rand_1522 5.831991 0.770000 1.279722 -1.586739 -0.032467 -30.753417 
rand_1523 2.390588 0.625332 1.100377 -2.949205 -0.174258 -35.908901 
rand_1524 4.763887 1.354052 1.436788 -3.046308 -0.190634 -34.143498 
rand_1525 1.803364 0.960000 1.040359 -4.598950 -0.590915 -20.147858 
rand_1526 4.316494 0.890000 4.065933 -3.169517 -0.214134 -49.509036 
rand_1527 2.477295 0.590000 5.304704 -1.341763 -0.021209 -37.974279 
rand_1528 2.325213 1.107138 0.559633 -1.019853 -0.010070 -19.704351 
rand_1529 2.532671 0.960000 2.813295 -2.459269 -0.108012 -40.170074 
rand_1530 2.976355 0.845081 2.039849 -2.186683 -0.077356 -23.539811 
rand_1531 5.023015 1.340000 7.741345 -3.439661 -0.265575 -40.087324 
rand_1532 3.751064 0.770000 1.885633 -3.199026 -0.220478 -12.082388 
rand_1533 2.960107 1.283311 27.144234 -1.778846 -0.044904 -18.934813 
rand_1534 2.387865 1.092841 3.997034 -3.851799 -0.352872 -16.603102 
rand_1535 1.148183 0.810000 0.872400 -4.202146 -0.456687 -56.768884 
rand_1536 2.211128 0.910000 0.326519 -6.905130 -1.732041 -13.144848 
rand_1537 3.059619 0.990000 12.782047 -3.887249 -0.373732 -11.709725 
rand_1538 4.572202 1.120000 9.926678 -6.444983 -1.423919 -57.797736 
rand_1539 1.200310 1.240000 0.761990 -1.670255 -0.037328 -22.701254 
rand_1540 1.674095 0.510000 9.558935 -1.637571 -0.035894 -46.556221 
rand_1541 1.640368 0.910000 3.531286 -1.827014 -0.047614 -30.257191 
rand_1542 4.342145 0.480000 1.305054 -4.657169 -0.613550 -46.082928 
rand_1543 2.983192 1.363021 9.450983 -3.527164 -0.287652 -36.348498 
rand_1544 2.522787 1.262265 0.228438 -1.471190 -0.026941 -23.821036 
rand_1545 2.792166 1.055712 3.730163 -0.592822 -0.002319 -32.337258 
rand_1546 2.824516 0.910000 0.907945 -5.841600 -1.108806 -37.567650 
rand_1547 6.002108 1.080000 2.286485 -1.809681 -0.047007 -57.931182 
rand_1548 5.751350 0.840000 1.149546 -4.873530 -0.673781 -33.930558 
rand_1549 3.442489 1.080000 5.142058 -3.425600 -0.257631 -42.196225 
rand_1550 3.507292 0.820000 0.397476 -2.378708 -0.098316 -46.865123 
rand_1551 4.898522 0.899370 0.524211 -3.069588 -0.197364 -39.196797 
rand_1552 1.918826 1.080000 4.881533 -4.809714 -0.655798 -33.459431 
rand_1553 1.649924 0.741235 5.318533 -2.132096 -0.073384 -42.954558 
rand_1554 2.156403 0.724725 1.214509 -0.408436 -0.000851 -33.904772 
rand_1555 3.611502 0.980000 1.830547 -1.400514 -0.023644 -37.504032 
rand_1556 0.997077 0.940000 3.303101 -1.766984 -0.044625 -20.162624 
rand_1557 3.575675 0.300000 0.457169 -3.971070 -0.392677 -42.391712 
rand_1558 3.300725 0.247085 1.194691 -1.341093 -0.021107 -35.378770 
rand_1559 2.560474 0.690000 6.484090 -3.504274 -0.278462 -52.967733 
rand_1560 6.748251 0.860000 2.813803 -2.333308 -0.094197 -44.422894 
rand_1561 4.669348 0.940000 2.990978 -5.204299 -0.825571 -41.211459 
rand_1562 1.007190 0.920000 6.817328 -2.007479 -0.061232 -17.891801 
rand_1563 1.110575 0.950000 1.973137 -7.923761 -2.484129 -44.277568 
rand_1564 5.711086 0.578663 1.713490 -3.259416 -0.230063 -15.262509 
rand_1565 4.215028 0.444208 0.642320 -2.007952 -0.062393 -36.464137 
rand_1566 3.215146 1.116541 15.196780 -4.400874 -0.512317 -21.524222 
rand_1567 6.498613 0.500000 4.669507 -3.367629 -0.252339 -12.028570 
rand_1568 3.063307 0.904129 2.408325 -1.271401 -0.017896 -44.573880 
rand_1569 3.866716 0.438885 5.898186 -2.277477 -0.087096 -39.686580 
rand_1570 3.857809 0.460000 0.740091 -6.463811 -1.476298 -10.937708 
rand_1571 3.549281 0.750000 0.736176 -1.916599 -0.054424 -38.053101 
rand_1572 2.487037 0.837426 2.223357 -1.604904 -0.033975 -48.809906 
rand_1573 1.520221 0.490000 0.544845 -1.080162 -0.011582 -19.573119 
rand_1574 2.087488 0.900000 1.934044 -3.304149 -0.242637 -19.219098 
rand_1575 2.542591 1.019666 1.405428 -0.909414 -0.007469 -26.724974 
rand_1576 2.599164 0.933302 5.456506 -1.763230 -0.043820 -21.371603 
rand_1577 1.996250 1.060000 4.455397 -7.261420 -1.991568 -53.381585 
rand_1578 2.670394 0.435531 4.163585 -3.060594 -0.195329 -34.044928 
rand_1579 2.268000 0.910000 3.379002 -4.340021 -0.501629 -28.313857 
rand_1580 2.099457 1.120000 6.917515 -1.889138 -0.052621 -35.277008 
rand_1581 1.817580 1.081512 1.751928 -4.301215 -0.495951 -29.092752 
rand_1582 4.595390 1.030000 6.128914 -4.023945 -0.405706 -20.052674 
rand_1583 2.452031 1.136920 2.665599 -1.570957 -0.032208 -28.348074 
rand_1584 2.043648 0.718714 1.588968 -1.980593 -0.059752 -10.755655 
rand_1585 1.704079 0.710000 2.665074 -4.297208 -0.487200 -30.608800 
rand_1586 3.330023 0.710000 10.087303 -3.886681 -0.371157 -17.733040 
rand_1587 2.586334 1.000000 3.715741 -0.872290 -0.006489 -48.487659 
rand_1588 2.508573 1.100000 3.713565 -2.674769 -0.133616 -43.912162 
rand_1589 2.623760 0.890000 0.860908 -4.774424 -0.652365 -24.926898 
rand_1590 5.785389 0.775531 3.725110 -2.003076 -0.062965 -13.494490 
rand_1591 3.546115 0.660000 1.633530 -7.235770 -1.970610 -47.926741 
rand_1592 5.092646 1.100000 0.458018 -3.826933 -0.351450 -58.461281 
rand_1593 2.509921 0.770590 1.302288 -3.589120 -0.302921 -46.673281 
rand_1594 5.882236 0.835440 20.189653 -3.351803 -0.249384 -42.940660 
rand_1595 0.977257 0.970000 5.473056 -5.803740 -1.097830 -13.961336 
rand_1596 4.452268 0.940000 0.259169 -2.019669 -0.064258 -30.179371 
rand_1597 1.895279 0.900000 1.290651 -1.924599 -0.055646 -45.201796 
rand_1598 6.072541 0.840000 11.138274 -3.923918 -0.380729 -50.635633 
rand_1599 3.584645 0.913734 0.760365 -2.477441 -0.111034 -12.419549 
rand_1600 2.470776 1.340000 2.156330 -3.712346 -0.323275 -11.032116 
rand_1601 6.794334 0.810000 2.211745 -0.635279 -0.002797 -48.756254 
rand_1602 2.528898 1.020000 1.116919 -7.556623 -2.229290 -14.742649 
rand_1603 1.155213 0.990000 8.369016 -8.156208 -2.737385 -24.667176 
rand_1604 1.724385 0.650000 2.098329 -3.175554 -0.217525 -41.089367 
rand_1605 1.752776 1.020000 3.217213 -2.356718 -0.095750 -30.551936 
rand_1606 3.209863 0.830000 7.503540 -2.413404 -0.100914 -18.024083 
rand_1607 3.498703 1.010000 3.259612 -5.933104 -1.162219 -53.159053 
rand_1608 3.672810 0.122358 0.996981 -1.111605 -0.012583 -11.193463 
rand_1609 2.138108 0.780862 2.166853 -3.584564 -0.293242 -29.042108 
rand_1610 3.455633 0.738538 1.932501 -0.947803 -0.008218 -39.900499 
rand_1611 1.975653 0.735315 1.259717 -3.419391 -0.263647 -12.207777 
rand_1612 2.836263 1.080000 1.268356 -5.224521 -0.832617 -14.112089 
rand_1613 3.546922 0.187832 1.015472 -0.878205 -0.006648 -44.817222 
rand_1614 3.154674 0.504643 25.726368 -2.247865 -0.084150 -35.615405 
rand_1615 2.997013 0.980000 1.629518 -6.983207 -1.764496 -18.179156 
rand_1616 1.596879 0.513782 0.191296 -3.729397 -0.333979 -15.587024 
rand_1617 2.078156 0.537076 2.834455 -3.588332 -0.299007 -32.427211 
rand_1618 3.614779 0.400000 3.267778 -6.348229 -1.399297 -47.832285 
rand_1619 2.213816 1.240000 0.448535 -6.610830 -1.566542 -34.279111 
rand_1620 1.219789 0.110000 0.959793 -3.151302 -0.210784 -52.593825 
rand_1621 1.338206 0.899238 0.415940 -1.340217 -0.020899 -18.585385 
rand_1622 2.050135 1.010000 1.057443 -5.818330 -1.073071 -57.807747 
rand_1623 2.829319 1.010000 0.728789 -4.883740 -0.693243 -14.079514 
rand_1624 2.096669 0.540000 1.288551 -2.407771 -0.103776 -10.827016 
rand_1625 1.496019 1.356289 1.585800 -2.291364 -0.088522 -28.263054 
rand_1626 2.925715 0.613500 0.530189 -2.230058 -0.080904 -10.075577 
rand_1627 3.415842 0.800000 1.117271 -4.474513 -0.535909 -59.279070 
rand_1628 2.901497 0.664917 1.227253 -3.742988 -0.339156 -46.082845 
rand_1629 1.842784 0.720000 1.486381 -3.540340 -0.287071 -29.301891 
rand_1630 1.867781 1.110000 0.397718 -1.518429 -0.029691 -39.601586 
rand_1631 4.607150 0.530000 5.386312 -2.595760 -0.126253 -27.942533 
rand_1632 3.161359 1.285627 0.771734 -0.357957 -0.000585 -47.222623 
rand_1633 3.806131 0.886219 1.378624 -2.223306 -0.083170 -11.385212 
rand_1634 4.688005 0.924441 0.904741 -2.274303 -0.087633 -26.178040 
rand_1635 6.708359 0.423069 0.301421 -1.824031 -0.048298 -37.937085 
rand_1636 3.460155 0.760000 4.610715 -0.792903 -0.005071 -30.491524 
rand_1637 2.850030 1.170000 0.930285 -2.711195 -0.140713 -48.673875 
rand_1638 1.738266 0.520000 2.072067 -0.849203 -0.006089 -42.794092 
rand_1639 4.170119 0.675455 4.542214 -1.809529 -0.046436 -39.344563 
rand_1640 2.980594 1.020000 0.191220 -3.074226 -0.191465 -27.723688 
rand_1641 1.900656 1.150000 0.623063 -1.150478 -0.014160 -32.946134 
rand_1642 3.706636 0.920000 0.298015 -2.198292 -0.080153 -15.197901 
rand_1643 3.959657 0.706112 2.486701 -2.712012 -0.140045 -21.560737 
rand_1644 1.894552 0.900000 0.987117 -3.527389 -0.287197 -25.565674 
rand_1645 7.310143 0.940000 5.115621 -4.764514 -0.654440 -23.065110 
rand_1646 2.957147 0.181533 7.273824 -2.037511 -0.064541 -10.482601 
rand_1647 2.411606 1.100000 8.230188 -5.618153 -1.005163 -39.027889 
rand_1648 1.194318 0.561639 2.712902 -4.230459 -0.461902 -39.819053 
rand_1649 8.150797 1.171994 2.429520 -2.789338 -0.150008 -38.028225 
rand_1650 2.500687 1.307488 4.047805 -1.395276 -0.023191 -33.635619 
rand_1651 2.756473 1.090000 9.569416 -4.268991 -0.477704 -46.708000 
rand_1652 4.188679 0.893126 0.886475 -2.109806 -0.072755 -32.161228 
rand_1653 3.728866 0.639238 4.958634 -2.884585 -0.165271 -26.937548 
rand_1654 2.437998 0.870000 5.235390 -1.665336 -0.037995 -46.844927 
rand_1655 2.679904 0.434369 5.431361 -2.169484 -0.076572 -47.817121 
rand_1656 3.672585 0.840000 0.638746 -5.905562 -1.134562 -51.321242 
rand_1657 4.579350 0.593248 0.842586 -2.104445 -0.070294 -10.280624 
rand_1658 3.286492 0.800000 0.956842 -1.798355 -0.046092 -12.712116 
rand_1659 3.499811 1.020000 2.281672 -2.401189 -0.100605 -49.563208 
rand_1660 2.677081 1.030000 4.335710 -5.517050 -0.957757 -31.878059 
rand_1661 2.338706 0.410000 0.614357 -4.940607 -0.717118 -22.856150 
rand_1662 2.978372 0.640000 39.331636 -5.346544 -0.890758 -38.913620 
rand_1663 4.223944 0.440000 3.415112 -1.568530 -0.031570 -39.563038 
rand_1664 4.423361 0.820826 9.516249 -1.254258 -0.017359 -15.474155 
rand_1665 1.202757 0.980000 2.114897 -4.617254 -0.583867 -22.045311 
rand_1666 1.937255 1.080000 0.415638 -6.464442 -1.468172 -14.859026 
rand_1667 6.880384 0.520000 3.620392 -6.393882 -1.410048 -52.843903 
rand_1668 0.924173 0.800000 7.511216 -0.336900 -0.000498 -11.493049 
rand_1669 3.190425 0.470000 4.673204 -5.017374 -0.727054 -42.887442 
rand_1670 3.350174 0.920000 0.770100 -0.992530 -0.009266 -20.550036 
rand_1671 3.117969 1.063306 6.540665 -1.805072 -0.046271 -17.851582 
rand_1672 2.949882 0.610000 0.987464 -8.271524 -2.818484 -43.946332 
rand_1673 2.060096 0.410000 0.386362 -2.725706 -0.143149 -33.229600 
rand_1674 3.974657 0.940000 3.342257 -1.838371 -0.048954 -49.257352 
rand_1675 1.100843 0.806247 17.470247 -0.684000 -0.003459 -11.449745 
rand_1676 4.327585 0.380000 17.316895 -4.882865 -0.679438 -12.084916 
rand_1677 2.297257 0.990000 0.234801 -4.367042 -0.500593 -27.012243 
rand_1678 1.560337 1.130000 4.212751 -4.683362 -0.605780 -41.484137 
rand_1679 2.385617 1.267436 1.775356 -2.635077 -0.131774 -38.224886 
rand_1680 3.248389 0.890000 8.490647 -4.564614 -0.567495 -21.289220 
rand_1681 2.585462 1.246292 12.230904 -3.484113 -0.281372 -37.796638 
rand_1682 4.752864 1.187987 5.899294 -1.316358 -0.020005 -38.109603 
rand_1683 5.142782 0.770000 0.278623 -1.850314 -0.051078 -50.133097 
rand_1684 2.887333 1.177376 1.705412 -0.761689 -0.004480 -34.278090 
rand_1685 2.323982 1.054692 0.511982 -1.685892 -0.038693 -13.554610 
rand_1686 4.831277 1.186704 0.792758 -3.245772 -0.227851 -17.225395 
rand_1687 2.020883 0.140000 0.392688 -6.842524 -1.692114 -45.135857 
rand_1688 3.224291 1.235268 0.491865 -3.366441 -0.250714 -43.621139 
rand_1689 4.460910 1.322079 0.684370 -2.547528 -0.117837 -17.340755 
rand_1690 3.382607 1.371482 7.672397 -1.504453 -0.028517 -43.209695 
rand_1691 7.544816 0.747781 8.433758 -1.101588 -0.012091 -27.279962 
rand_1692 1.279263 0.652754 0.774315 -2.322468 -0.090947 -43.181194 
rand_1693 2.733851 1.135650 1.684856 -2.262550 -0.085200 -29.647475 
rand_1694 2.374590 0.920000 8.022196 -2.157378 -0.075863 -11.072727 
rand_1695 2.834397 1.080000 4.823916 -3.177270 -0.212411 -39.791498 
rand_1696 2.666560 0.526466 7.585373 -1.813709 -0.047205 -43.794605 
rand_1697 1.410661 0.990000 0.854069 -1.292820 -0.018825 -43.285922 
rand_1698 1.568722 0.950000 0.396184 -5.722211 -1.056966 -17.062895 
rand_1699 1.621775 0.480000 11.103644 -2.777327 -0.147861 -46.389347 
rand_1700 0.949952 0.930000 2.763262 -2.136042 -0.074455 -42.689561 
rand_1701 3.363586 1.385378 2.090139 -2.669882 -0.133657 -38.492836 
rand_1702 1.939116 0.676235 4.341529 -2.570827 -0.120987 -14.031804 
rand_1703 2.294163 0.740000 6.601519 -3.822944 -0.351338 -43.677696 
rand_1704 3.390025 1.020171 11.713729 -3.545362 -0.283702 -16.801178 
rand_1705 1.613578 1.332637 1.098508 -3.028320 -0.185209 -25.762518 
rand_1706 4.256039 0.620000 1.827926 -0.570424 -0.002075 -14.064036 
rand_1707 1.533128 0.810924 2.651569 -2.143107 -0.073555 -10.499426 
rand_1708 3.282653 0.550000 30.668597 -3.619713 -0.304981 -56.551373 
rand_1709 2.207420 1.060000 0.178064 -2.616225 -0.126151 -23.500348 
rand_1710 3.447547 0.840000 6.902220 -3.966168 -0.392827 -39.073670 
rand_1711 1.374054 1.190000 1.602900 -2.479763 -0.109204 -52.669588 
rand_1712 4.250258 1.364857 1.547738 -0.736077 -0.004123 -44.091594 
rand_1713 1.679558 0.419899 2.826337 -2.180639 -0.077104 -47.384373 
rand_1714 3.671102 0.960000 12.138966 -2.910019 -0.170564 -18.116391 
rand_1715 1.571309 0.684819 0.939377 -1.658858 -0.036918 -40.524333 
rand_1716 2.855014 1.031977 8.603822 -2.952628 -0.175633 -16.623659 
rand_1717 1.876166 0.730000 7.271556 -1.708310 -0.039636 -24.697484 
rand_1718 5.947886 0.399978 1.452886 -3.089284 -0.202155 -41.220866 
rand_1719 3.816331 1.050000 0.522606 -4.982732 -0.728923 -32.297332 
rand_1720 4.800010 0.693860 0.353536 -1.965843 -0.058012 -25.506944 
rand_1721 4.020591 0.960000 4.345465 -2.699378 -0.140898 -26.309470 
rand_1722 2.597734 0.725836 0.495055 -1.562925 -0.031385 -39.649518 
rand_1723 1.746565 1.260000 0.231474 -6.396607 -1.430507 -18.012486 
rand_1724 1.617584 0.998054 3.156218 -0.316469 -0.000425 -11.369807 
rand_1725 1.636707 1.060000 0.260673 -2.983297 -0.179099 -50.438637 
rand_1726 2.688890 1.030000 8.472677 -2.166347 -0.076284 -39.281082 
rand_1727 1.231349 1.170000 1.105218 -3.004356 -0.185193 -33.935593 
rand_1728 3.242048 0.990000 1.815910 -3.640176 -0.311029 -37.052310 
rand_1729 1.975963 0.740318 0.998493 -2.925525 -0.170241 -42.443765 
rand_1730 2.048185 0.850000 11.721679 -4.669188 -0.616119 -45.571167 
rand_1731 5.736417 0.860000 61.440874 -0.807503 -0.005372 -35.542282 
rand_1732 5.427850 1.008891 2.073112 -1.014425 -0.009886 -14.884822 
rand_1733 8.607368 0.384039 2.762167 -2.320218 -0.090168 -38.867239 
rand_1734 1.847021 1.006887 1.172063 -1.175836 -0.014442 -33.171864 
rand_1735 1.760404 0.955831 1.649106 -1.655194 -0.037591 -39.663375 
rand_1736 1.511109 1.388957 0.850088 -0.543404 -0.001855 -48.171879 
rand_1737 4.647668 0.730000 2.109961 -3.436136 -0.263601 -51.989639 
rand_1738 1.130411 0.856823 1.408558 -1.653836 -0.037778 -48.078169 
rand_1739 2.280389 1.110000 1.907988 -6.023664 -1.204926 -33.788219 
rand_1740 4.531885 0.690000 0.851448 -8.327975 -2.865186 -20.807793 
rand_1741 2.032128 0.950000 2.109709 -1.821419 -0.047506 -16.544003 
rand_1742 3.031080 0.790000 3.516731 -5.556446 -0.961524 -27.992192 
rand_1743 2.169535 1.279265 0.518688 -1.576063 -0.032599 -38.355917 
rand_1744 3.574565 0.700000 8.736048 -0.878908 -0.006648 -52.262987 
rand_1745 1.314863 0.998082 0.185743 -0.813386 -0.005477 -20.409795 
rand_1746 2.732077 0.610000 0.635385 -2.685353 -0.137614 -36.625373 
rand_1747 3.213121 0.930000 3.442155 -4.250568 -0.471200 -56.571525 
rand_1748 2.429102 0.940000 1.430540 -7.503598 -2.167729 -42.219427 
rand_1749 2.251493 1.119939 2.699351 -1.979014 -0.059931 -10.034161 
rand_1750 3.209904 1.090000 2.244325 -1.593406 -0.033070 -16.378851 
rand_1751 3.105045 0.902864 2.577116 -1.249340 -0.017049 -22.523466 
rand_1752 3.370562 0.887261 0.492113 -2.625550 -0.128580 -41.376396 
rand_1753 1.576988 0.813821 1.473821 -1.304282 -0.019499 -20.978665 
rand_1754 4.869281 0.881626 0.418503 -1.040969 -0.010585 -34.408146 
rand_1755 1.844876 0.900000 1.121075 -3.451296 -0.264549 -29.732906 
rand_1756 5.699966 0.710000 5.287493 -3.647893 -0.314194 -37.040259 
rand_1757 2.946370 1.359582 4.157246 -0.445361 -0.001065 -39.119624 
rand_1758 9.337431 1.200720 0.677584 -2.253846 -0.085755 -44.413918 
rand_1759 4.901168 1.279098 5.408698 -2.274198 -0.086910 -48.803898 
rand_1760 2.518297 1.040000 1.205367 -4.172180 -0.447666 -35.062850 
rand_1761 1.923273 1.130000 1.245836 -4.531187 -0.560680 -28.980432 
rand_1762 0.910846 1.040000 2.178466 -7.890569 -2.492479 -15.271027 
rand_1763 3.465378 0.500000 0.239063 -4.370395 -0.506568 -13.615577 
rand_1764 1.796202 0.992084 1.459906 -2.764599 -0.148398 -25.814286 
rand_1765 2.963344 0.950000 12.832510 -5.455210 -0.922419 -59.076937 
rand_1766 2.226252 0.358205 1.200903 -1.374400 -0.022682 -46.157265 
rand_1767 2.134955 1.329796 1.641022 -1.117977 -0.013071 -19.305053 
rand_1768 3.124666 1.060000 1.891251 -1.269894 -0.018187 -57.746284 
rand_1769 3.336076 1.282296 5.799217 -2.110323 -0.070287 -16.746649 
rand_1770 1.897604 1.110000 1.951981 -5.824977 -1.101978 -48.428317 
rand_1771 5.220328 0.780343 2.470953 -3.050156 -0.192841 -47.007951 
rand_1772 4.511428 0.893929 2.085634 -2.154518 -0.075358 -25.758914 
rand_1773 2.483007 0.180826 6.659607 -1.085655 -0.011867 -35.371411 
rand_1774 2.928213 1.110000 4.563201 -6.765784 -1.671025 -55.204617 
rand_1775 1.746636 0.957851 1.744830 -2.439672 -0.106183 -16.248313 
rand_1776 2.557441 0.375823 5.702228 -3.575140 -0.290664 -37.784247 
rand_1777 1.431339 0.880000 1.892264 -1.581812 -0.032553 -27.022880 
rand_1778 1.729528 0.900725 5.049644 -3.162153 -0.212007 -41.676660 
rand_1779 2.796571 1.030000 26.012259 -2.004970 -0.061571 -32.100026 
rand_1780 2.983898 1.234459 0.895011 -2.142192 -0.072789 -33.319837 
rand_1781 3.145222 0.900000 4.394819 -2.465529 -0.106729 -11.260789 
rand_1782 5.376597 0.960000 6.504737 -5.569733 -0.978069 -28.949744 
rand_1783 3.784528 1.200000 2.519627 -4.733635 -0.637099 -31.926304 
rand_1784 3.784339 1.170000 0.956532 -2.756443 -0.144965 -52.056731 
rand_1785 3.214653 0.930000 3.038088 -2.344278 -0.093913 -56.508453 
rand_1786 2.455027 1.187749 3.985605 -0.310600 -0.000403 -27.158609 
rand_1787 2.508176 0.920000 3.279936 -4.727846 -0.619467 -36.887589 
rand_1788 1.637797 1.000000 19.090908 -5.803799 -1.094161 -36.016762 
rand_1789 3.960236 1.120000 3.950692 -6.903428 -1.737238 -32.954448 
rand_1790 3.639093 1.000000 2.630542 -2.078023 -0.068315 -34.455782 
rand_1791 1.657106 0.324647 0.726045 -1.958450 -0.059199 -25.821488 
rand_1792 1.222130 0.880000 2.697790 -5.228219 -0.815042 -40.231764 
rand_1793 1.776034 0.500000 1.009555 -4.581835 -0.572639 -58.865584 
rand_1794 5.363167 0.508728 1.339104 -2.606308 -0.125430 -27.523433 
rand_1795 4.735637 1.130000 1.043537 -6.567294 -1.524777 -15.432226 
rand_1796 1.539100 1.030000 4.189010 -6.454654 -1.461126 -20.721238 
rand_1797 2.157209 0.621804 2.586952 -1.621672 -0.034826 -40.627145 
rand_1798 3.901167 0.540000 1.452254 -5.635474 -0.997320 -56.379321 
rand_1799 2.109760 0.760000 1.289812 -6.348567 -1.383410 -48.592818 
rand_1800 3.498749 1.170000 0.913976 -1.928578 -0.055922 -26.221335 
rand_1801 5.279974 0.427453 1.778492 -0.636163 -0.002770 -33.932509 
rand_1802 3.281340 1.050000 0.343615 -6.450913 -1.468538 -34.197500 
rand_1803 2.292801 1.120000 13.244490 -2.094128 -0.069542 -47.581180 
rand_1804 3.432464 1.030000 4.191456 -4.493801 -0.553507 -33.897847 
rand_1805 3.282776 1.390000 1.212731 -4.283317 -0.477282 -12.520426 
rand_1806 3.687815 1.000000 25.964115 -4.603284 -0.582949 -59.748503 
rand_1807 6.449290 0.990000 0.920044 -2.114857 -0.071859 -45.378943 
rand_1808 0.829775 1.143120 12.261602 -2.069484 -0.067348 -32.678213 
rand_1809 1.700194 0.682490 4.922287 -2.681803 -0.137506 -41.327662 
rand_1810 1.758004 0.880000 11.720523 -2.539925 -0.117547 -56.950895 
rand_1811 2.228053 1.260000 0.833866 -1.133087 -0.013378 -36.208456 
rand_1812 2.719317 0.610000 1.296477 -3.823631 -0.356362 -24.674714 
rand_1813 4.603715 0.837040 3.295474 -1.877108 -0.052317 -34.560363 
rand_1814 2.345062 0.429847 5.340604 -1.379666 -0.022789 -21.661875 
rand_1815 2.871324 1.260000 5.054184 -4.086384 -0.428707 -30.407136 
